28395;610,291;208,1781167085;173,8887470416;1,1971914241;0,5498121871;28715;190,1410972745;0,7639225182;0,9888559986;0,9580271263;0,9133577548;0,0073315061;0,0031472892;0,8342223882;0,998723889;1
28734;638,018;200,5247956636;182,734419351;1,0973564607;0,4117852514;29172;191,2727504858;0,7839681327;0,9849856026;0,8870336366;0,9538608423;0,0069786593;0,0035636237;0,9098505064;0,9984303314;1
29380;624,11;212,8261298602;175,9311426127;1,2097126563;0,5627273168;29690;193,4109040988;0,7781132475;0,989558774;0,947849473;0,9087742385;0,0072439118;0,0030477332;0,8258706166;0,9990661374;1
30008;645,884;210,5579989609;182,5165156953;1,1536380593;0,4986159764;30724;195,4670618248;0,7826812728;0,9766957427;0,9039363743;0,9283288348;0,0070167288;0,0032145621;0,8617944254;0,9941988485;1
30140;620,134;201,8478821667;190,2792787866;1,0607980199;0,3336796578;30417;195,8965029762;0,7730980352;0,9908932505;0,9848770694;0,9705155232;0,00669701;0,003664972;0,9419003809;0,999166059;1
30279;634,927;212,5605564254;181,5101815998;1,171066849;0,5204006603;30600;196,3477022403;0,7756884847;0,9895098039;0,9438517833;0,9237259515;0,0070200653;0,0031527787;0,8532696335;0,9992357811;1
30477;670,033;211,0501553218;184,0390501129;1,1467683364;0,4894778945;30970;196,988633187;0,7624015009;0,9840813691;0,8530798688;0,9333735523;0,0069248993;0,0032420162;0,8711861881;0,9990487356;1
30519;629,727;212,9967550563;182,7372037641;1,1655905348;0,513759558;30847;197,1243203305;0,7706818182;0,9893668752;0,967109244;0,9254803918;0,0069791525;0,0031582851;0,8565139557;0,9983445596;1
30685;635,681;213,5341451645;183,157146296;1,1658521083;0,5140808603;31044;197,6596960187;0,7715614785;0,9884357686;0,9542398075;0,9256584977;0,0069589097;0,0031515495;0,8568436543;0,9989529809;1
30834;631,934;217,2278127644;180,8974685738;1,2008339004;0,5536422247;31120;198,1390121162;0,7836828059;0,9908097686;0,9702782301;0,91212543;0,007045074;0,0030080398;0,8319728;0,9990611424;1
30917;640,765;213,5600893931;184,439870859;1,1578846179;0,5041023654;31280;198,4055115277;0,7708052855;0,9883951407;0,9462581799;0,9290383428;0,0069075295;0,0031742203;0,8631122423;0,9993843889;1
31091;638,558;210,4862548708;188,3268476201;1,1176646215;0,4466219236;31458;198,9630384905;0,7863773174;0,9883336512;0,9581728356;0,9452543047;0,0067700059;0,0033339837;0,8935057005;0,9986397106;1
31107;640,594;214,6485485076;184,9692525856;1,1604552946;0,5073658753;31423;199,0142269238;0,7610461418;0,9899436718;0,9525817569;0,9271631619;0,0069003295;0,0031453883;0,8596315287;0,9975639589;1
31158;642,626;216,4848362086;183,6443121561;1,1788267966;0,529514251;31492;199,1773022582;0,7987592289;0,9893941318;0,948119004;0,9200519803;0,0069479696;0,0030710517;0,8464956465;0,9978717512;1
31158;641,105;212,0669751385;187,1929600684;1,1328790092;0,4699241567;31474;199,1773022582;0,7813134733;0,989959967;0,9526231013;0,9392188582;0,0068061806;0,0032670099;0,8821320637;0,9993488983;1
31178;636,888;212,9759251756;186,5620882322;1,141582018;0,4823522245;31520;199,241216935;0,7641104821;0,9891497462;0,965899596;0,9355105126;0,0068309682;0,0032274291;0,8751799192;0,9990896583;1
31202;644,454;215,6406946984;184,4716842455;1,1689636574;0,5178712233;31573;199,3178874934;0,7791928878;0,9882494536;0,9440792434;0,9243055341;0,0069111177;0,0031116466;0,8543407204;0,9986932532;1
31203;639,782;215,0677369522;184,8748759441;1,1633151117;0,5109468292;31558;199,32108146;0,7629841549;0,9887508714;0,9579485418;0,9267828094;0,006892534;0,0031366825;0,8589263758;0,9992020327;1
31272;638,666;212,4503189492;187,5359389941;1,1328512289;0,4698834942;31593;199,5413416888;0,7703221992;0,9898395214;0,9634250364;0,9392376659;0,0067936275;0,0032612455;0,882167393;0,9993644153;1
31335;635,011;216,7900922868;184,1634402999;1,177161395;0,5275867101;31599;199,7422367309;0,7742772424;0,9916453052;0,9765108345;0,9213623862;0,0069184647;0,0030754694;0,8489086467;0,9993024867;1
31374;636,401;219,8653940083;182,0088636981;1,2079927842;0,5609945201;31604;199,8664991351;0,7691968226;0,9927224402;0,9734598624;0,9090402791;0,0070078853;0,0029518838;0,826354229;0,9982299459;1
31530;638,857;213,7856543474;188,0664823443;1,1367557455;0,4755356415;31791;200,3627780939;0,7689493708;0,9917901293;0,9707927387;0,9372133912;0,0067803887;0,0032269207;0,8783689406;0,9984909399;1
31573;674,103;217,3070260585;185,4482506708;1,1717933454;0,5212683904;32197;200,4993569713;0,7569647567;0,9806193124;0,873118507;0,922654737;0,0068826854;0,0030767665;0,8512917637;0,9975380237;1
31637;656,711;229,7192546364;175,5104459754;1,3088637167;0,645190802;32045;200,7024650491;0,7618233481;0,9872679045;0,921842182;0,8736858622;0,0072610948;0,0026097752;0,7633269858;0,9990909957;1
31675;657,431;236,7526321094;171,2105591846;1,3828155999;0,6906782193;32009;200,8229632773;0,7409356725;0,9895654347;0,9209289602;0,8482396225;0,007474432;0,0023868887;0,7195104571;0,9949502844;1
31682;646,721;210,0456816267;192,2484159477;1,0925743164;0,4028419736;32026;200,8451524342;0,773184303;0,9892587273;0,9518938631;0,9561974847;0,0066298113;0,0034187813;0,9143136297;0,9989555889;1
31703;656,305;215,7089067399;187,2724496903;1,1518453841;0,4962632809;32093;200,9117052009;0,777110501;0,9878478173;0,9249085601;0,9314019909;0,0068040535;0,0031586109;0,8675096687;0,9992370076;1
31748;641,826;219,7765182998;184,1151053119;1,1936908595;0,5460726276;32020;201,0542440891;0,7755899741;0,9915053092;0,968482156;0,9148122176;0,0069225311;0,0029906976;0,8368813935;0,9989776699;1
31768;650,954;220,95949486;183,2920680766;1,2055049473;0,5584652592;32173;201,1175622792;0,7776744186;0,9874118049;0,9421046298;0,9102010412;0,0069554109;0,0029447733;0,8284659354;0,9987197837;1
31811;642,092;223,9846828522;180,9171228429;1,2380513206;0,5895649687;32052;201,2536289302;0,7738772929;0,9924809684;0,9696001361;0,8985151412;0,0070411079;0,0028308859;0,8073294589;0,9995153027;1
31821;649,681;213,7356452007;189,969201916;1,1251068228;0,458286561;32168;201,2852591548;0,7723543689;0,9892128824;0,9473781317;0,9417486679;0,0067168111;0,0032589894;0,8868905535;0,9978466129;1
31823;662,532;222,8726889466;181,8946962578;1,2252841536;0,5778581503;32274;201,2915846033;0,7748478208;0,9860259032;0,9110396196;0,9031684661;0,0070035097;0,0028745546;0,8157132781;0,9994805535;1
31837;656,404;224,9125541841;180,4394218642;1,2464712637;0,5969683536;32238;201,3358571783;0,785245659;0,9875612631;0,9285377475;0,8951739395;0,0070645021;0,0027982792;0,801336382;0,9988427727;1
31915;640,718;216,3203615382;188,0653069421;1,1502406534;0,4941383414;32184;201,5823406706;0,7776559454;0,9916418096;0,9769466832;0,9318694701;0,0067780154;0,0031528452;0,8683807092;0,9988467944;1
31972;639,974;213,6874805329;190,6449472933;1,1208662153;0,4517054386;32246;201,7622727972;0,7722705314;0,9915028221;0,9809683771;0,9441932316;0,0066835819;0,003276669;0,8915008586;0,9992531933;1
31992;640,338;212,8873637074;191,4872536596;1,1117573605;0,4369684317;32258;201,8253688592;0,774212284;0,9917539835;0,9804663762;0,9480382741;0,0066543937;0,0033158261;0,8987765691;0,9992214662;1
31994;654,535;212,1713960838;192,4225317878;1,1026328056;0,4213023766;32391;201,8316773806;0,7897413112;0,987743509;0,9384532774;0,9512671411;0,0066315996;0,0033497164;0,9049091738;0,9977825411;1
32015;653,676;212,9299892784;191,8101345838;1,1101081272;0,4342069403;32375;201,8979049537;0,7618809643;0,9888803089;0,9415389489;0,9481891472;0,0066509445;0,0033162175;0,8990626589;0,9980567645;1
32026;654,237;230,9790674192;176,9318083042;1,3054694327;0,6428310651;32349;201,9325869187;0,7794489875;0,9900151473;0,9402478734;0,8742462647;0,0072122359;0,0025988716;0,7643065314;0,9977788139;1
32038;645,085;224,4823211079;181,9408668068;1,2338202244;0,5857512998;32308;201,9704149974;0,7705146705;0,9916429367;0,9674786148;0,8997163518;0,007006752;0,0028321677;0,8094895137;0,9987645335;1
32044;652,651;216,1471468455;188,970540326;1,1438139854;0,4854435201;32395;201,9893263801;0,7780691531;0,9891649946;0,9453542294;0,9344991564;0,0067453235;0,0031732055;0,8732886733;0,9988797977;1
32057;642,082;215,918285274;189,3033869114;1,1405938837;0,4809714697;32301;202,0302949698;0,7798049089;0,9924460543;0,9771286582;0,9356794155;0,0067354489;0,0031845979;0,8754959687;0,9985853471;1
